+train,test
-102.78752893144559,-101.8785856373636
-113.01916940171745,-99.22458847876298
-105.40509005928034,-110.71308017465876
-104.64593525067572,-88.8181763269482
-123.56290813576395,-101.15723082582646
-138.62448668976154,-118.74135361003457
-108.2467561127992,-139.73807255572592
-125.50543688643448,-116.07696722366629
-98.14105127470768,-119.12186565805007
-139.66950246613044,-107.58836669435514
-110.07075571443148,-128.07499936546094
-108.23655489834243,-119.94787370879311
-120.31038572233177,-99.11870803999241
-138.4811643284565,-112.09440342537408
-114.80737349128924,-117.28726765778748
-129.44323859000525,-107.21953071151326
-102.91737028306787,-125.74684102295717
-128.11405230035817,-97.56146324369259
-110.6973728182807,-120.53840427667177
-137.3789106549564,-96.64501255631042
-126.20187960192864,-107.96737415417513
-97.30639651032345,-118.61438763823857
-98.28645506836547,-89.46841187041579
-147.6285069387174,-148.26560046420295
-132.12108961995713,-142.49851477713025
-144.94031158521364,-122.57309589112974
-111.3995360259974,-114.27696292529379
-145.33823092366302,-130.1438939221003
-86.37226373256897,-144.66755918225564
-90.72108807975123,-134.88054449288592
-145.85050945941396,-126.20929107615497
-133.27598819662325,-99.65288585148583
-107.02890289684755,-159.6092285365912
-100.80939479671125,-116.54626335293472
-138.77184103516947,-145.76622656723424
-137.14505012229267,-95.6078588590515
-121.13159286668814,-137.66331755530672
-137.94111627656005,-128.14398700609172
-106.84673527331164,-123.28808433435753
-134.86555755235065,-115.04780727179141
-125.69739646219456,-146.33522057162727
-96.70293779196827,-122.01679944709613
-106.84752603643668,-113.40835229340668
-136.85636120166052,-147.2678755242712
-111.52155020928163,-159.94992198393555
-127.22710097279626,-90.21800024611072
-129.794581427421,-147.1764104170068
-86.18309734701356,-121.9760770817465
-112.66516037413562,-105.57567337602403
-113.15822873921275,-120.33102440395693
-116.38132167371987,-138.2565822906156
-120.5611436262339,-111.86093561423128
-84.20950479231983,-113.70803798119084
-98.86025794278892,-106.35917403254797
-88.30074220588898,-121.87749836692618
-101.78214201734188,-105.55649929361672
-99.67876176965362,-120.14493602020025
-103.52226216863295,-143.49029574755434
-99.7721837467722,-134.58229325585515
-122.19634075302996,-118.51690140501364
-99.49858618704641,-124.66048697802013
-128.40399480622943,-117.45230395917726
-129.23425547099663,-109.98116041316788
-103.51468204057,-105.13250279450502
-117.1946644112944,-104.77116760965724
-93.70149201355858,-122.91343340682032
-117.60274237318887,-130.05450996847787
-138.8318162660649,-87.40536549028386
-121.6067746103538,-147.19896591675678
-186.15312198304545,-139.00820742316023
-97.11969785874531,-102.63025434496365
-130.6384086702347,-97.82654210452465
-101.75221428075722,-152.3236211247439
-113.43383012932311,-109.82942438307553
-125.42203186758061,-137.48322878675603
-149.26756159359982,-122.84796346283687
-125.11390793538293,-152.84446015085183
-115.92813111727386,-114.887292523454
-144.12246561827496,-101.28274388535809
-136.60956277329848,-148.88770478378956
-121.3676477512369,-127.60321626015062
-95.540075439036,-131.27528735810822
-135.1513360764582,-116.31732248520537
-114.90061958012512,-113.30143977268632
-90.67610871033459,-110.06218670896315
-99.21585966338792,-110.61116698222021
-136.97164606018035,-124.61145928486458
-118.52201955207245,-142.2759751151073
-112.80424838759743,-101.60800054148567
-124.38066919055585,-157.22771731307384
-131.2577363082052,-125.04893164764448
-122.02533214676781,-125.8872635964511
-107.35941129777306,-105.95946491030536
-136.2817881726147,-112.50672101051615
-138.27712955626117,-109.5828753249612
-87.11665915165284,-152.74606953018065
-127.65661132233798,-99.3294565910016
-131.9000528985113,-109.23558732158904
-126.17512153512742,-126.38823363127963
-107.56152987317029,-110.12747278416536
-115.92469667825286,-126.42742932374797
-129.49255922658736,-133.55685547214648
-104.88003905455616,-129.0320771597775
-98.46595354167665,-107.75750358059777
-120.50689936114321,-125.37469831920212
-116.80626600336677,-98.89916060500337
-133.1657098372214,-123.915978498028
-131.3399528212735,-97.5895800997888
-98.21514161850048,-121.20600276321565
-148.88983018072787,-110.40324023350074
-102.98294506258964,-86.5080915799178
-103.69785918808003,-121.48596144801654
-105.01484018400149,-117.27240835490028
-137.75404143797104,-113.75331720740462
-102.19354154366297,-110.15207405000142
-104.93670949562386,-134.3103663486885
-111.81727878996023,-107.13463670425242
-120.06092433763088,-108.49017151575342
-157.5471732117025,-124.16185972134213
-121.41157735084714,-106.41601279193708
-93.20208452459453,-140.90177716584037
-111.46175276553178,-153.69982982858082
-135.4001687222888,-111.5000973322561
-121.06856579230066,-140.96534382931227
-110.3630887958991,-100.73097515098691
-118.88426165177513,-113.38349814787756
-107.56745798015542,-129.68109487681514
-136.07774894425714,-120.89470262157536
-121.75598200112556,-95.58872742044575
-113.8661110547599,-122.75801508697968
-139.58137052518444,-140.99911887095558
-114.55188738529422,-113.12665461742615
-125.69812486100824,-94.66817916734335
-105.99293108936097,-125.55213005620676
-134.84057304144923,-133.81754484662665
-121.99350004321758,-145.31266838060625
-121.15128386182398,-100.86594742010273
-105.12007186912952,-113.31201014876412
-126.41453350551966,-124.3218023733738
-112.51513912426726,-134.7378203879893
-103.69381392124053,-97.10692234498805
-134.65474251783456,-118.98362478573517
-102.32708335437638,-104.50438224184575
-117.66166670391951,-113.87174175429337
-88.85452406735523,-98.16648537737285
-109.9627155099001,-135.78180887367188
-116.41176240075643,-119.13078713166468
-104.91897971071882,-107.9240383436274
-114.06386048895955,-102.63868484116625
-137.18469258256937,-112.94278610537631
-110.88113446326153,-120.18374125050536
-110.91207073568482,-96.7186567981607
-139.07547204850934,-100.91101390749009
-104.3312005054882,-128.5987943078227
-109.24796378954639,-137.35337897228771
-162.87871653488767,-148.53847391940747
-103.95789823060842,-108.49382570939873
-105.21820894434023,-108.28929764380017
-136.18081643421374,-104.78115588735592
-95.48636082359737,-109.2309610817365
-120.1879780917234,-104.8641771248779
-145.87565576891015,-112.33546387474222
