train,test
-195.20247717677913,-212.6503061221751
-170.01413649304166,-222.610931846016
-185.81883167128308,-195.11084536326666
-182.1710970600431,-219.7033057502677
-223.74166520231142,-219.89593037306165
-197.8344147137113,-185.9972241386956
-201.130440816541,-186.43640884292148
-206.66881306720586,-209.628886844683
-181.6597797888802,-215.20816299540954
-207.6087242430552,-193.0876777121796
-197.6764000289465,-210.7502887933268
-207.63706229241623,-184.47390808957016
-233.63652199733207,-183.97197704445497
-221.26799721166992,-150.95321665448455
-166.15601355498194,-169.62968819377392
-185.08061770566036,-183.1790079748297
-153.66940198481424,-155.45081853553808
-180.81665566881588,-187.93078242553747
-199.83940508409438,-166.9381356368834
-217.3656926331826,-178.33406219811175
-207.96664724790134,-189.45653120737597
-208.77721573570915,-192.77489255837446
-189.38801287219724,-178.66707297933704
-195.94372042271362,-230.77505868591243
-170.5273025765142,-181.4590281424225
-178.97762284583897,-174.59768881245665
-165.05325588187748,-170.26597137444259
-198.7769461065394,-235.4774368117951
-195.88844651158445,-175.49057104324788
-195.12403379709215,-193.21840090065237
-190.14341948831938,-206.11241630792955
-152.35015307783877,-226.28173315637923
-218.66085859380075,-192.16032444134143
-192.60731417715718,-212.87691071672708
-173.17805281537315,-176.36035125352242
-157.44625861586164,-194.02222939054303
-194.56723155793884,-154.02005699629683
-157.13659204302556,-184.4681592701749
-197.27401954235063,-180.06741934506059
-185.80628597302447,-214.52121781670334
-210.72605980251353,-193.68581881665492
-197.286731680913,-197.6767820094343
-152.6344564243238,-162.22420327197327
-188.13553576779515,-214.65772988211165
-188.3996436057688,-170.47031724550516
-183.62413517892838,-169.96522057500434
-191.47757975969495,-175.3461472270298
